carExIdx,Company,ManuID,Model,ModelInKor,Type,ClassID,Prices,is_unique,is_pegasus,LapTime,Top Speed,Speed,Acceleration,Braking,Handling,length,width,height,Weight,Drive,DriveID,Gears,Seats,Shop,Steal,lengthbackup,widthbackup,heightbackup,Speedbackup,Accelerationbackup,Brakingbackup,Handlingbackup,LapTimebackup,Top Speed backup
607,Bravado,17,Gauntlet Hellfire,건틀렛 헬파이어,Muscle,11,745000,0,0,69019,20117,8317,9000,3000,7121,564,203,150,1940,RWD,2,5,2,Southern S.A. Super Autos,,5.64,2.03,1.5,83.17,90,30,71.21,01:09.0,201.17
606,Ocelot,21,Locust,로커스트,Sports,17,1625000,0,0,64981,19232,8300,8350,3333,10000,440,202,124,920,RWD,2,6,2,Legendary Motorsport ,,4.4,2.02,1.24,83,83.5,33.33,100,01:05.0,192.32
605,Vulcar,45,Nebula Turbo,네뷸라 터보,Sports Classics,18,797000,0,0,76260,16496,7404,6000,1667,5909,495,182,173,1320,RWD,2,4,2,Southern S.A. Super Autos,,4.95,1.82,1.73,74.04,60,16.67,59.09,01:16.3,164.96
604,Progen,22,Emerus,에메루스,Super,19,2750000,0,0,57624,20398,8655,9450,4000,10000,528,225,129,1198,RWD,2,7,2,Legendary Motorsport ,,5.28,2.25,1.29,86.55,94.5,40,100,00:57.6,203.98
603,Bravado,17,Gauntlet Classic,건틀렛 클래식,Muscle,11,615000,0,0,71589,17622,7619,7000,3000,7576,502,194,152,1350,RWD,2,5,2,Southern S.A. Super Autos,,5.02,1.94,1.52,76.19,70,30,75.76,01:11.6,176.22
602,Vysser,60,Neo,네오,Sports,17,1875000,0,0,60977,20157,8630,9675,4000,7939,477,251,125,1390,AWD,3,6,2,Legendary Motorsport ,,4.77,2.51,1.25,86.3,96.75,40,79.39,01:01.0,201.57
601,Vapid,6,Caracara 4x4,카라카라 4x4,Off-Road,12,875000,0,0,69570,16616,7404,6750,1000,6212,642,225,244,2480,AWD,3,6,4,Southern S.A. Super Autos,,6.42,2.25,2.44,74.04,67.5,10,62.12,01:09.6,166.16
600,Weeny,30,Issi Sport,이씨 스포츠,Sports,17,897000,0,0,61961,18105,7941,7625,3333,10000,401,196,150,1000,AWD,3,6,2,Southern S.A. Super Autos,,4.01,1.96,1.5,79.41,76.25,33.33,100,01:02.0,181.05
599,Obey,1,8F Drafter,,Sports,17,718000,0,0,63096,18950,8048,8550,3333,8167,483,201,148,1650,AWD,3,6,2,Legendary Motorsport ,,4.83,2.01,1.48,80.48,85.5,33.33,81.67,01:03.1,189.5
598,Enus,40,Paragon R (Armored),파라곤 R(방탄),Sports,17,0,0,0,61426,19714,8585,8188,3167,8106,508,201,145,2555,AWD,3,8,2,Bonus Reward,,5.08,2.01,1.45,85.85,81.88,31.67,81.06,01:01.4,197.14
597,Enus,40,Paragon R,파라곤 R,Sports,17,905000,0,0,61361,19795,8579,8225,3333,8106,508,201,145,2415,AWD,3,8,2,Legendary Motorsport ,,5.08,2.01,1.45,85.79,82.25,33.33,81.06,01:01.4,197.95
596,Annis,10,S80RR,S80RR,Super,19,2575000,0,0,58959,19795,8706,9313,4167,10000,481,209,112,900,RWD,2,6,1,Legendary Motorsport ,,4.81,2.09,1.12,87.06,93.13,41.67,100,00:59.0,197.95
595,Truffade,50,Thrax,,Super,19,2325000,0,0,58893,19916,8504,8504,4000,10000,482,205,133,1960,AWD,3,7,2,Legendary Motorsport ,,4.82,2.05,1.33,85.04,85.04,40,100,00:58.9,199.16
594,Principe,44,Deveste Eight,디베스트 에이트,Super,19,1795000,0,0,58209,24301,9121,10000,3333,8258,515,277,138,3000,RWD,2,6,2,Legendary Motorsport ,,5.15,2.77,1.38,91.21,100,33.33,82.58,01:00.0,211.23
593,Declasse,25,Vamos,바모스,Muscle,11,596000,0,0,69753,17823,7780,8250,1667,6818,540,190,140,1380,RWD,2,4,2,Southern S.A. Super Autos,,5.4,1.9,1.4,77.8,82.5,16.67,68.18,01:09.8,178.23
592,Schyster,49,Deviant,디비언트,Muscle,11,512000,0,0,70904,17381,7780,7250,1667,6818,516,203,135,1500,RWD,2,4,2,Legendary Motorsport ,,5.16,2.03,1.35,77.8,72.5,16.67,68.18,01:10.9,173.81
591,,,RC Bandito,RC 밴디토,Off-Road,12,1590000,1,0,99616,9576,4200,3500,2500,9000,109,76,69,85,AWD,3,1,1,Southern S.A. Super Autos,,1.09,0.76,0.69,42,35,25,90,01:39.6,95.76
590,Benefactor,3,Schlagen GT,슐라겐 GT,Sports,17,1300000,0,0,63462,20197,8542,9250,2667,10000,477,212,144,1550,RWD,2,7,2,Legendary Motorsport ,,4.77,2.12,1.44,85.42,92.5,26.67,100,01:03.5,201.97
589,Declasse,25,Tulip,튤립,Muscle,11,718000,0,0,69904,18065,7914,8000,1667,6818,525,206,145,1545,RWD,2,4,4,Southern S.A. Super Autos,,5.25,2.06,1.45,79.14,80,16.67,68.18,01:09.9,180.65
588,Grotti,29,Itali GTO,이탈리 GTO,Sports,17,1965000,0,0,59359,20600,8649,10000,3667,7939,476,200,127,1520,AWD,3,6,2,Legendary Motorsport ,,4.76,2,1.27,86.49,100,36.67,79.39,00:59.4,206
587,Vapid,6,Clique,클리크,Muscle,11,909000,0,0,66399,18709,8048,7500,2833,7121,499,186,153,1250,RWD,2,4,2,Legendary Motorsport ,,4.99,1.86,1.53,80.48,75,28.33,71.21,01:06.4,187.09
586,Pegassi,4,Toros,토로스,SUVs,20,498000,0,0,64765,20640,8317,8000,2667,6970,517,222,185,2200,AWD,3,8,4,Legendary Motorsport ,,5.17,2.22,1.85,83.17,80,26.67,69.7,01:04.8,206.4
585,Annis,10,Nightmare ZR380,,Sports,17,2138640,0,0,62112,22853,8478,8750,2667,7576,557,255,160,1600,RWD,2,,2,ArenaWar.tv,,5.57,2.55,1.6,84.78,87.5,26.67,75.76,01:02.1,228.53
584,Vapid,6,Nightmare Slamvan,,Muscle,11,1321875,0,0,72348,19312,7270,6750,1333,5606,543,279,291,1245,RWD,2,,2,ArenaWar.tv,,5.43,2.72,2.8,72.7,67.5,13.33,56.06,01:14.8,193.12
583,HVY,32,Nightmare Scarab,,Military,9,3076290,0,0,84150,11949,5366,2500,2333,6818,637,342,232,5000,AWD,3,,2,ArenaWar.tv,,6.37,3.42,2.32,53.66,25,23.33,68.18,01:24.1,119.49
582,Bravado,17,Nightmare Sasquatch,,Off-Road,12,1530875,0,0,65366,18749,6975,10000,2167,6894,821,390,412,4400,AWD,3,,2,ArenaWar.tv,,8.21,3.9,4.12,69.75,100,21.67,68.94,01:05.4,187.49
581,Weeny,30,Nightmare Issi,,Compacts,3,1089000,0,0,67368,19996,7512,8500,1333,6061,429,200,189,1200,RWD,2,,2,ArenaWar.tv,,4.29,2,1.89,75.12,85,13.33,60.61,01:07.4,199.96
580,Vapid,6,Nightmare Imperator,,Muscle,11,2284940,0,0,65916,21726,8048,9125,1667,6818,622,255,243,2000,RWD,2,,2,ArenaWar.tv,,6.22,2.55,2.43,80.48,91.25,16.67,68.18,01:05.9,217.26
579,Declasse,25,Nightmare Impaler,,Muscle,11,1209500,0,0,64398,20760,8317,9500,2333,7273,634,234,153,1400,RWD,2,,2,ArenaWar.tv,,6.34,2.34,1.53,83.17,95,23.33,72.73,01:04.4,207.6
578,Vapid,6,Nightmare Dominator,,Muscle,11,1132000,0,0,64882,21565,8048,9375,2667,7121,635,238,168,1550,RWD,2,,2,ArenaWar.tv,,6.35,2.38,1.68,80.48,93.75,26.67,71.21,01:04.9,215.65
577,Western,37,Nightmare Deathbike,,Motorcycles,10,1269000,0,0,59017,24140,7887,7813,3667,6212,230,134,169,135,RWD,2,,1,ArenaWar.tv,,2.3,1.34,1.69,78.87,78.13,36.67,62.12,00:59.0,241.4
576,MTL,15,Nightmare Cerberus,,Commercial,2,3870300,1,0,85602,17099,6546,4750,833,4848,1537,383,477,6500,RWD,2,,2,ArenaWar.tv,,15.37,3.83,4.77,65.46,47.5,8.33,48.48,01:25.6,170.99
575,Declasse,25,Nightmare Brutus,,Off-Road,12,2666650,0,0,68601,19352,7512,6750,2000,6061,788,264,300,3500,AWD,3,,2,ArenaWar.tv,,7.88,2.64,3,75.12,67.5,20,60.61,01:08.6,193.52
574,Benefactor,3,Nightmare Bruiser,,Off-Road,12,1609000,0,0,78762,17542,6975,6500,1667,5303,944,331,284,6000,RWD,2,,4,ArenaWar.tv,,9.29,3.31,2.81,69.75,65,16.67,53.03,01:18.8,175.42
573,Annis,10,Future Shock ZR380,퓨쳐 쇼크 ZR380,Sports,17,2138640,0,0,62112,22853,8478,8750,2667,7576,557,255,184,1600,RWD,2,,2,ArenaWar.tv,,5.57,2.55,1.6,84.78,87.5,26.67,75.76,01:02.1,228.53
572,Vapid,6,Future Shock Slamvan,,Muscle,11,1321875,0,0,74758,19312,7270,6750,1333,5606,565,272,254,1245,RWD,2,,2,ArenaWar.tv,,5.43,2.72,2.8,72.7,67.5,13.33,56.06,01:14.8,193.12
571,HVY,32,Future Shock Scarab,퓨쳐 쇼크 스카라브,Military,9,3076290,0,0,84150,11949,5366,2500,2333,6818,595,342,218,5000,AWD,3,,2,ArenaWar.tv,,6.37,3.42,2.32,53.66,25,23.33,68.18,01:24.1,119.49
570,Bravado,17,Future Shock Sasquatch,퓨쳐 쇼크 새스쿼치,Off-Road,12,1530875,0,0,65366,18749,6975,10000,2167,6894,821,390,415,4400,AWD,3,,2,ArenaWar.tv,,8.21,3.9,4.12,69.75,100,21.67,68.94,01:05.4,187.49
569,Weeny,30,Future Shock Issi,,Compacts,3,1089000,0,0,67368,19996,7512,8500,1333,6061,418,208,189,1200,RWD,2,,2,ArenaWar.tv,,4.29,2,1.89,75.12,85,13.33,60.61,01:07.4,199.96
568,Vapid,6,Future Shock Imperator,퓨쳐 쇼크 임퍼레이터,Muscle,11,2284940,0,0,65916,21726,8048,9125,1667,6818,598,255,188,2000,RWD,2,,2,ArenaWar.tv,,6.22,2.55,2.43,80.48,91.25,16.67,68.18,01:05.9,217.26
567,Declasse,25,Future Shock Impaler,퓨쳐 쇼크 임페일러,Muscle,11,1209500,0,0,64398,20760,8317,9500,2333,7273,624,245,158,1400,RWD,2,,2,ArenaWar.tv,,6.34,2.34,1.53,83.17,95,23.33,72.73,01:04.4,207.6
566,Vapid,6,Future Shock Dominator,퓨쳐 쇼크 도미네이터,Muscle,11,1132000,0,0,67351,21565,8048,9375,2667,7121,626,238,172,1550,RWD,2,,2,ArenaWar.tv,,6.35,2.38,1.68,80.48,93.75,26.67,71.21,01:04.9,215.65
565,Western,37,Future Shock Deathbike,퓨쳐 쇼크 데스바이크,Motorcycles,10,1269000,0,0,59017,24140,7887,7813,3667,6212,230,134,184,135,RWD,2,,1,ArenaWar.tv,,2.3,1.34,1.69,78.87,78.13,36.67,62.12,00:59.0,241.4
564,MTL,15,Future Shock Cerberus,퓨쳐 쇼크 케르베로스,Commercial,2,3870300,1,0,85602,17099,6546,4750,833,4848,1494,400,477,6500,RWD,2,,2,ArenaWar.tv,,15.37,3.83,4.77,65.46,47.5,8.33,48.48,01:25.6,170.99
563,Declasse,25,Future Shock Brutus,,Off-Road,12,2666650,0,0,68601,19352,7512,6750,2000,6061,726,264,248,3500,AWD,3,,2,ArenaWar.tv,,7.88,2.64,3,75.12,67.5,20,60.61,01:08.6,193.52
562,Benefactor,3,Future Shock Bruiser,,Off-Road,12,1609000,0,0,78762,17542,6975,6500,1667,5303,929,331,281,6000,RWD,2,,4,ArenaWar.tv,,9.29,3.31,2.81,69.75,65,16.67,53.03,01:18.8,175.42
561,Annis,10,Apocalypse ZR380,,Sports,17,2138640,0,0,62112,22853,8478,8750,2667,7576,557,255,160,1600,RWD,2,6,2,ArenaWar.tv,,5.57,2.55,1.6,84.78,87.5,26.67,75.76,01:02.1,228.53
560,Vapid,6,Apocalypse Slamvan,,Muscle,11,1321875,0,0,74758,19312,7270,6750,1333,5606,543,272,280,1245,RWD,2,4,2,ArenaWar.tv,,5.43,2.72,2.8,72.7,67.5,13.33,56.06,01:14.8,193.12
559,HVY,32,Apocalypse Scarab,,Military,9,3076290,0,0,84150,11949,5366,2500,2333,6818,637,342,232,5000,AWD,3,1,2,ArenaWar.tv,,6.37,3.42,2.32,53.66,25,23.33,68.18,01:24.1,119.49
558,Bravado,17,Apocalypse Sasquatch,,Off-Road,12,1530875,0,0,65366,18749,6975,10000,2167,6894,821,390,412,4400,AWD,3,3,2,ArenaWar.tv,,8.21,3.9,4.12,69.75,100,21.67,68.94,01:05.4,187.49
557,Weeny,30,Apocalypse Issi,,Compacts,3,1089000,0,0,67368,19996,7512,8500,1333,6061,429,200,189,1200,RWD,2,4,2,ArenaWar.tv,,4.29,2,1.89,75.12,85,13.33,60.61,01:07.4,199.96
556,Vapid,6,Apocalypse Imperator,,Muscle,11,2284940,0,0,65916,21726,8048,9125,1667,6818,622,255,243,2000,RWD,2,4,2,ArenaWar.tv,,6.22,2.55,2.43,80.48,91.25,16.67,68.18,01:05.9,217.26
555,Declasse,25,Apocalypse Impaler,,Muscle,11,1209500,0,0,64398,20760,8317,9500,2333,7273,634,234,153,1400,RWD,2,5,2,ArenaWar.tv,,6.34,2.34,1.53,83.17,95,23.33,72.73,01:04.4,207.6
554,Vapid,6,Apocalypse Dominator,,Muscle,11,1132000,0,0,64882,21565,8048,9375,2667,7121,635,238,168,1550,RWD,2,5,2,ArenaWar.tv,,6.35,2.38,1.68,80.48,93.75,26.67,71.21,01:04.9,215.65
553,Western,37,Apocalypse Deathbike,,Motorcycles,10,1269000,0,0,59017,24140,7887,7813,3667,6212,230,134,169,135,RWD,2,4,1,ArenaWar.tv,,2.3,1.34,1.69,78.87,78.13,36.67,62.12,00:59.0,241.4
552,MTL,15,Apocalypse Cerberus,,Commercial,2,3870300,1,0,85602,17099,6546,4750,833,4848,1537,383,477,6500,RWD,2,3,2,ArenaWar.tv,,15.37,3.83,4.77,65.46,47.5,8.33,48.48,01:25.6,170.99
551,Declasse,25,Apocalypse Brutus,,Off-Road,12,2666650,0,0,68601,19352,7512,6750,2000,6061,788,264,300,3500,AWD,3,8,2,ArenaWar.tv,,7.88,2.64,3,75.12,67.5,20,60.61,01:08.6,193.52
550,Benefactor,3,Apocalypse Bruiser,,Off-Road,12,1609000,0,0,78762,17542,6975,6500,1667,5303,929,331,281,6000,RWD,2,5,4,ArenaWar.tv,,9.29,3.31,2.81,69.75,65,16.67,53.03,01:18.8,175.42
549,Declasse,25,Impaler,,Muscle,11,331825,0,0,67902,18628,8102,7750,2000,7121,553,205,139,1550,RWD,2,4,2,Southern S.A. Super Autos,,5.53,2.05,1.39,81.02,77.5,20,71.21,01:07.9,186.28
548,Canis,42,Freecrawler,프리크롤러,Off-Road,12,597000,0,0,71695,15932,7243,6000,1000,6212,454,208,211,2000,AWD,3,4,4,Legendary Motorsport ,,4.54,2.08,2.11,72.43,60,10,62.12,01:11.7,159.32
547,HVY,32,Menacer,메네서,Off-Road,12,1775000,0,0,73440,15128,6975,5000,2000,6061,544,289,282,5600,AWD,3,6,5,Warstock Cache & Carry,,5.44,2.89,2.82,69.75,50,20,60.61,01:13.4,151.28
546,Declasse,25,Scramjet,스크램제트,Super,19,4628400,0,0,57775,21042,8585,10000,3169,8182,479,192,101,1600,RWD,2,6,2,Warstock Cache & Carry,,4.79,1.92,1.01,85.85,100,31.69,81.82,00:57.8,210.42
545,Pegassi,4,Oppressor MK II,오프레서 Mk II,Motorcycles,10,3890250,0,0,53387,20559,7941,9500,4000,6364,233,138,172,220,RWD,2,1,1,Warstock Cache & Carry,,2.33,1.38,1.72,79.41,95,40,63.64,00:53.4,205.59
544,Benefactor,3,Terrorbyte,테러바이트,Military,9,1375000,1,0,88841,14082,6439,4000,833,5909,1274,305,384,10000,RWD,2,6,4,Warstock Cache & Carry,,12.74,3.05,3.84,64.39,40,8.33,59.09,01:28.8,140.82
543,,,B-11 Strikeforce,B-11 스트라이크포스,Planes,14,3800000,0,0,46034,26353,6400,7350,5300,5000,1363,1486,410,14000,,,,1,Warstock Cache & Carry,,13.63,14.86,4.1,64,73.5,53,50,00:46.0,263.53
542,Enus,40,Stafford,스태포드,Sedans,15,1272000,0,0,81348,15047,6439,5000,1500,6061,547,200,168,2110,RWD,2,4,4,Legendary Motorsport ,,5.47,2,1.68,64.39,50,15,60.61,01:21.3,150.47
541,,,Blimp,비행선,Planes,14,1190350,1,1,103342,16898,4869,3100,182,745,5951,1541,1740,12000,,,,4,Elitás Travel,,59.51,15.41,17.4,48.69,31,1.82,7.45,01:43.3,168.98
540,Vapid,6,Speedo Custom (Nightclub),스피도 커스텀,Vans,23,0,1,0,78746,16737,6975,5000,2167,5758,638,235,257,2500,RWD,2,5,4,Bonus Reward,,6.38,2.35,2.57,69.75,50,21.67,57.58,01:18.7,167.37
539,Vapid,6,Festival Bus,페스티벌 버스,Service,16,1842050,1,1,126477,9576,4829,2750,833,3485,1180,462,1074,8000,RWD,2,4,11,Southern S.A. Super Autos,,11.8,4.62,10.74,48.29,27.5,8.33,34.85,02:06.5,95.76
538,Mammoth,13,Patriot Stretch,,SUVs,20,611800,0,0,84050,15570,6975,4500,1067,4848,708,227,223,5500,AWD,3,5,6,Southern S.A. Super Autos,,7.08,2.27,2.23,69.75,45,10.67,48.48,01:24.1,155.7
537,MTL,15,Pounder Custom,파운더 커스텀,Commercial,2,320530,1,0,92826,15329,6439,4000,833,5152,1335,442,506,5500,RWD,2,4,8,Warstock Cache & Carry,,13.35,4.42,5.06,64.39,40,8.33,51.52,01:32.8,153.29
536,Maibatsu,12,Mule Custom,뮬 커스텀,Commercial,2,95760,1,0,100017,12311,5366,2750,833,4545,870,421,420,6000,RWD,2,5,4,Warstock Cache & Carry,,8.7,4.21,4.2,53.66,27.5,8.33,45.45,01:40.0,123.11
535,Ocelot,21,Swinger,스윙어,Sports Classics,18,909000,0,0,66183,18829,8317,9750,3167,7273,451,196,106,900,RWD,2,5,2,Legendary Motorsport ,,4.51,1.96,1.06,83.17,97.5,31.67,72.73,01:06.2,188.29
534,Dinka,27,Jester Classic,제스터 클래식,Sports,17,790000,0,0,65749,19272,8370,8000,3167,7803,467,200,141,1600,RWD,2,5,2,Legendary Motorsport ,,4.67,2,1.41,83.7,80,31.67,78.03,01:05.7,192.72
533,Lampadati,11,Michelli GT,미첼리 GT,Sports Classics,18,1225000,0,0,72138,17059,7512,7063,2500,6970,413,165,163,840,RWD,2,5,2,Southern S.A. Super Autos,,4.13,1.65,1.63,75.12,70.63,25,69.7,01:12.1,170.59
532,Rune,55,Cheburek,체부렉,Sports Classics,18,145000,0,0,72339,17461,7512,6625,2667,6818,419,168,160,1100,RWD,2,5,4,Southern S.A. Super Autos,,4.19,1.68,1.6,75.12,66.25,26.67,68.18,01:12.3,174.61
531,Overflod,35,Tyrant,타이런트,Super,19,2515000,0,0,60860,20358,8853,8500,3333,10000,557,248,139,1175,RWD,2,6,2,Legendary Motorsport ,,5.57,2.48,1.39,88.53,85,33.33,100,01:00.9,203.58
530,Vapid,6,Dominator GTX,도미네이터 GTX,Muscle,11,725000,0,0,67951,17461,7807,8375,1667,7788,0,0,0,1670,RWD,2,5,2,Southern S.A. Super Autos,,,,,78.07,83.75,16.67,77.88,01:08.0,174.61
529,,,Sea Sparrow,씨 스패로우,Helicopters,7,1815000,0,0,55535,24744,8200,8333,0,6900,1407,1183,384,3500,,,,2,Elitás Travel,,14.07,11.83,3.84,82,83.33,,69,00:55.5,247.44
528,Weeny,30,Issi Classic,이씨 클래식,Compacts,3,360000,0,0,78695,15248,6707,6500,1000,6061,320,150,173,650,FWD,1,4,2,Southern S.A. Super Autos,,3.2,1.5,1.73,67.07,65,10,60.61,01:18.7,152.48
527,Vapid,6,Flash GT,플래시 GT,Sports,17,1675000,0,0,64097,18668,8156,8000,3333,10000,483,210,169,1200,AWD,3,6,2,Legendary Motorsport ,,4.83,2.1,1.69,81.56,80,33.33,100,01:04.1,186.68
526,Vapid,6,Caracara,카라카라,Off-Road,12,1775000,0,0,72703,16214,7243,7500,900,6818,736,222,269,3500,AWD,3,5,5,Warstock Cache & Carry,,7.36,2.22,2.69,72.43,75,9,68.18,01:12.7,162.14
525,Pegassi,4,Tezeract,테저랙트,Super,19,2825000,0,0,60678,20237,9068,9150,4000,10000,494,229,125,1800,AWD,3,1,2,Legendary Motorsport ,,4.94,2.29,1.25,90.68,91.5,40,100,01:00.7,202.37
524,Vapid,6,Ellie,엘리,Muscle,11,565000,0,0,73172,16979,7539,8125,1667,7727,480,191,136,1370,RWD,2,5,2,Southern S.A. Super Autos,,4.8,1.91,1.36,75.39,81.25,16.67,77.27,01:13.2,169.79
523,Vapid,6,GB200,GB200,Sports,17,940000,0,0,66443,18387,8156,7875,3333,10000,439,187,139,1180,AWD,3,6,2,Legendary Motorsport ,,4.39,1.87,1.39,81.56,78.75,33.33,100,01:06.4,183.87
522,Cheval,24,Taipan,타이판,Super,19,1980000,0,0,65699,20318,9135,8925,3333,10000,486,232,125,1400,RWD,2,6,2,Legendary Motorsport ,,4.86,2.32,1.25,91.35,89.25,33.33,100,01:05.7,203.18
521,Overflod,35,Entity XXR,엔터티 XXR,Super,19,2305000,0,0,64081,20519,9121,8875,3333,10000,418,192,114,1400,RWD,2,6,2,Legendary Motorsport ,,4.18,1.92,1.14,91.21,88.75,33.33,100,01:04.1,205.19
520,Vulcar,45,Fagaloa,파갈로아,Sports Classics,18,335000,0,0,78395,14001,6439,5250,2583,7197,451,163,165,1100,RWD,2,3,2,Southern S.A. Super Autos,,4.51,1.63,1.65,64.39,52.5,25.83,71.97,01:18.4,140.01
519,Declasse,25,Hotring Sabre,핫 링 세이버,Sports,17,830000,0,0,66300,19714,8531,8375,2333,7727,512,179,139,1508,RWD,2,4,2,Southern S.A. Super Autos,,5.12,1.79,1.39,85.31,83.75,23.33,77.27,01:06.3,197.14
518,Pfister,7,Comet SR,코메트 SR,Sports,17,1145000,0,0,61778,19634,8612,9000,4000,10000,448,205,135,1550,RWD,2,6,2,Legendary Motorsport ,,4.48,2.05,1.35,86.12,90,40,100,01:01.8,196.34
517,Karin,5,190z,190z,Sports Classics,18,900000,0,0,69887,17703,7512,6750,3167,6970,484,218,129,1100,RWD,2,5,2,Legendary Motorsport ,,4.84,2.18,1.29,75.12,67.5,31.67,69.7,01:09.9,177.03
516,Vapid,6,Hustler,허슬러,Muscle,11,625000,0,0,71454,19393,7512,7500,1433,5909,423,195,163,1000,RWD,2,5,2,Legendary Motorsport ,,4.23,1.95,1.63,75.12,75,14.33,59.09,01:11.5,193.93
515,Canis,42,Kamacho,카마초,Off-Road,12,345000,0,0,64864,18749,7190,6375,1000,6061,604,246,224,2350,AWD,3,5,4,Southern S.A. Super Autos,,6.04,2.46,2.24,71.9,63.75,10,60.61,01:04.9,187.49
514,Pfister,7,Neon,네온,Sports,17,1500000,0,0,63196,18346,8397,10000,4333,6894,501,206,135,2000,AWD,3,1,4,Legendary Motorsport ,,5.01,2.06,1.35,83.97,100,43.33,68.94,01:03.2,183.46
513,Ubermacht,2,Revolter,리볼터,Sports,17,1610000,0,0,64115,18789,7512,8750,2667,6818,559,210,153,2600,AWD,3,6,4,Legendary Motorsport ,,5.59,2.1,1.53,75.12,87.5,26.67,68.18,01:04.1,187.89
512,Grotti,29,GT500,GT500,Sports Classics,18,785000,0,0,72139,17944,7522,7250,2567,6667,422,174,125,800,RWD,2,5,2,Legendary Motorsport ,,4.22,1.74,1.25,75.22,72.5,25.67,66.67,01:12.1,179.44
511,Lampadati,11,Viseris,비세리스,Sports Classics,18,875000,0,0,66533,19956,8343,7500,2667,6970,468,213,123,1400,RWD,2,5,2,Legendary Motorsport ,,4.68,2.13,1.23,83.43,75,26.67,69.7,01:06.5,199.56
510,Annis,10,Savestra,사베스트라,Sports Classics,18,990000,0,0,67167,18990,7512,5938,2333,6212,443,190,140,880,RWD,2,4,2,Legendary Motorsport ,,4.43,1.9,1.4,75.12,59.38,23.33,62.12,01:07.2,189.9
509,Overflod,35,Autarch,아타크,Super,19,1955000,0,0,59776,20278,8638,9425,4000,10000,485,263,173,1300,RWD,2,6,2,Legendary Motorsport ,,4.85,2.63,1.73,86.38,94.25,40,100,00:59.8,202.78
508,Albany,9,Hermes,헤르메스,Muscle,11,535000,0,0,70270,18588,7351,7125,2583,7197,530,202,139,1300,RWD,2,4,2,Southern S.A. Super Autos,,5.3,2.02,1.39,73.51,71.25,25.83,71.97,01:10.3,185.88
507,Benefactor,3,Streiter,스트레이터,Sports,17,500000,0,0,71872,17783,7512,5313,2667,6303,498,197,175,2010,AWD,3,6,4,Southern S.A. Super Autos,,4.98,1.97,1.75,75.12,53.13,26.67,63.03,01:11.9,177.83
506,Ubermacht,2,Sentinel Classic,센티넬 클래식,Sports,17,650000,0,0,64732,18870,7512,6625,2667,6818,460,178,168,1100,RWD,2,5,2,Southern S.A. Super Autos,,4.6,1.78,1.68,75.12,66.25,26.67,68.18,01:04.7,188.7
505,Mammoth,13,Avenger,어벤져,Military,9,3450000,1,0,39421,28727,7607,4732,4500,165,2217,3241,874,18000,,,,5,Warstock Cache & Carry,,22.17,32.41,8.74,76.07,47.32,45,1.65,00:39.4,287.27
504,Mammoth,13,Thruster jetpack,쓰러스터,Military,9,3657500,1,0,99550,20439,0,0,0,0,116,140,197,301,,,,1,Warstock Cache & Carry,,1.16,1.4,1.97,,,,,01:39.6,204.39
503,Imponte,33,Deluxo,디럭소,Sports Classics,18,4721500,0,0,66500,20479,7512,5688,2333,6212,451,194,121,1600,RWD,2,4,2,Warstock Cache & Carry,,4.51,1.94,1.21,75.12,56.88,23.33,62.12,01:06.5,204.79
502,Ocelot,21,Stromberg,스트롬버그,Sports Classics,18,3168350,0,0,67351,18145,8048,7250,3333,7576,423,198,111,1300,RWD,2,6,2,Warstock Cache & Carry,,4.23,1.98,1.11,80.48,72.5,33.33,75.76,01:07.4,181.45
501,,,TM-02 Khanjali,TM-02 칸잘리,Military,9,3850350,1,0,139189,6799,3058,2500,667,7727,790,381,323,30000,AWD,3,1,4,Warstock Cache & Carry,,7.9,3.81,3.23,30.58,25,6.67,77.27,02:19.2,67.99
500,Brute,18,RCV,RCV,Emergency,6,3125500,1,0,90007,15570,6707,4000,1000,5303,1026,403,335,12500,RWD,2,5,6,Warstock Cache & Carry,,10.26,4.03,3.35,67.07,40,10,53.03,01:30.0,155.7
499,HVY,32,Chernobog,체르노버그,Military,9,3311700,1,0,108491,11386,5097,3000,333,6061,1208,365,398,40000,AWD,3,5,2,Warstock Cache & Carry,,12.08,3.65,3.98,50.97,30,3.33,60.61,01:48.5,113.86
498,HVY,32,Barrage,배라지,Military,9,2121350,0,0,72339,17461,7243,5562,2833,5303,642,259,273,2500,AWD,3,5,4,Warstock Cache & Carry,,6.42,2.59,2.73,72.43,55.62,28.33,53.03,01:12.3,174.61
497,,,Volatol,,Planes,14,3724000,0,0,53501,26635,7607,2858,3250,101,3846,4079,828,40000,,,,4,Warstock Cache & Carry,,38.46,40.79,8.28,76.07,28.58,32.5,1.01,00:53.5,266.35
496,Buckingham,19,Akula,아쿨라,Helicopters,7,3704050,0,0,54368,25307,7675,10000,0,10000,1758,1539,447,8000,,,,4,Warstock Cache & Carry,,17.58,15.39,4.47,76.75,100,,100,00:54.4,253.07
495,Ubermacht,2,SC1,SC1,Super,19,1603000,0,0,63030,19594,8531,7750,3733,8030,473,190,121,1400,RWD,2,6,2,Legendary Motorsport ,,4.73,1.9,1.21,85.31,77.5,37.33,80.3,01:03.0,195.94
494,Coil,23,Raiden,라이덴,Sports,17,1375000,0,0,63697,18226,8384,10000,4333,6515,509,210,146,2100,AWD,3,1,4,Legendary Motorsport ,,5.09,2.1,1.46,83.84,100,43.33,65.15,01:03.7,182.26
